Scaling parameters by 0.62 to account for a batch size of 5.
Per-GPU batch size is less than the recommended limit for batch norm. Disabling batch norm.
loading annotations into memory...
Done (t=4.14s)
creating index...
index created!
loading annotations into memory...
Done (t=0.69s)
creating index...
index created!
Resuming training, loading yolact_data/weights/yolact_plus_base_54_800000.pth...
Ignoring "Error(s) in loading state_dict for Yolact:
	size mismatch for maskiou_net.maskiou_net.10.weight: copying a param with shape torch.Size([80, 128, 1, 1]) from checkpoint, the shape in current model is torch.Size([1, 128, 1, 1]).
	size mismatch for maskiou_net.maskiou_net.10.bias: copying a param with shape torch.Size([80]) from checkpoint, the shape in current model is torch.Size([1]).
	size mismatch for prediction_layers.0.conf_layer.weight: copying a param with shape torch.Size([729, 256, 3, 3]) from checkpoint, the shape in current model is torch.Size([18, 256, 3, 3]).
	size mismatch for prediction_layers.0.conf_layer.bias: copying a param with shape torch.Size([729]) from checkpoint, the shape in current model is torch.Size([18]).
	size mismatch for semantic_seg_conv.weight: copying a param with shape torch.Size([80, 256, 1, 1]) from checkpoint, the shape in current model is torch.Size([1, 256, 1, 1]).
	size mismatch for semantic_seg_conv.bias: copying a param with shape torch.Size([80]) from checkpoint, the shape in current model is torch.Size([1])."
Begin training!

[  0]     780 || B: 0.484 | C: 1.058 | M: 0.344 | S: 0.064 | I: 0.031 | T: 1.982 || ETA: 0:21:47 || timer: 0.409
[  0]     790 || B: 0.459 | C: 1.037 | M: 0.331 | S: 0.062 | I: 0.027 | T: 1.917 || ETA: 0:21:43 || timer: 0.409
[  0]     800 || B: 0.453 | C: 1.037 | M: 0.338 | S: 0.061 | I: 0.028 | T: 1.917 || ETA: 0:21:39 || timer: 0.407
[  0]     810 || B: 0.449 | C: 1.026 | M: 0.332 | S: 0.061 | I: 0.026 | T: 1.893 || ETA: 0:21:35 || timer: 0.409
[  0]     820 || B: 0.451 | C: 1.026 | M: 0.326 | S: 0.061 | I: 0.026 | T: 1.890 || ETA: 0:21:31 || timer: 0.404
[  0]     830 || B: 0.456 | C: 1.042 | M: 0.331 | S: 0.061 | I: 0.025 | T: 1.915 || ETA: 0:21:27 || timer: 0.406
[  0]     840 || B: 0.441 | C: 1.025 | M: 0.330 | S: 0.061 | I: 0.024 | T: 1.880 || ETA: 0:21:23 || timer: 0.408
[  0]     850 || B: 0.459 | C: 1.022 | M: 0.331 | S: 0.061 | I: 0.024 | T: 1.898 || ETA: 0:21:19 || timer: 0.410
[  0]     860 || B: 0.464 | C: 1.027 | M: 0.334 | S: 0.060 | I: 0.026 | T: 1.911 || ETA: 0:21:15 || timer: 0.404
[  0]     870 || B: 0.454 | C: 1.022 | M: 0.331 | S: 0.060 | I: 0.025 | T: 1.892 || ETA: 0:21:11 || timer: 0.407
[  0]     880 || B: 0.423 | C: 0.986 | M: 0.323 | S: 0.061 | I: 0.026 | T: 1.819 || ETA: 0:21:07 || timer: 0.408
[  0]     890 || B: 0.436 | C: 1.000 | M: 0.335 | S: 0.062 | I: 0.027 | T: 1.860 || ETA: 0:21:03 || timer: 0.407
[  0]     900 || B: 0.424 | C: 0.980 | M: 0.333 | S: 0.063 | I: 0.027 | T: 1.826 || ETA: 0:20:59 || timer: 0.406
[  0]     910 || B: 0.440 | C: 0.992 | M: 0.338 | S: 0.061 | I: 0.038 | T: 1.869 || ETA: 0:20:55 || timer: 0.402
[  0]     920 || B: 0.429 | C: 0.975 | M: 0.345 | S: 0.061 | I: 0.038 | T: 1.848 || ETA: 0:20:51 || timer: 0.404
[  0]     930 || B: 0.418 | C: 0.951 | M: 0.349 | S: 0.059 | I: 0.039 | T: 1.816 || ETA: 0:20:47 || timer: 0.403
[  0]     940 || B: 0.418 | C: 0.948 | M: 0.352 | S: 0.058 | I: 0.040 | T: 1.817 || ETA: 0:20:43 || timer: 0.408
[  0]     950 || B: 0.415 | C: 0.957 | M: 0.356 | S: 0.057 | I: 0.041 | T: 1.825 || ETA: 0:20:39 || timer: 0.408
[  0]     960 || B: 0.400 | C: 0.941 | M: 0.356 | S: 0.056 | I: 0.039 | T: 1.793 || ETA: 0:20:35 || timer: 0.408
[  0]     970 || B: 0.399 | C: 0.955 | M: 0.355 | S: 0.055 | I: 0.039 | T: 1.802 || ETA: 0:20:31 || timer: 0.409
[  0]     980 || B: 0.399 | C: 0.956 | M: 0.358 | S: 0.054 | I: 0.038 | T: 1.805 || ETA: 0:20:27 || timer: 0.406
[  0]     990 || B: 0.403 | C: 0.943 | M: 0.349 | S: 0.052 | I: 0.037 | T: 1.784 || ETA: 0:20:23 || timer: 0.404
Saving state, iter: 1000

Computing validation mAP (this may take a while)...


Calculating mAP...

       |  all  |  .50  |  .55  |  .60  |  .65  |  .70  |  .75  |  .80  |  .85  |  .90  |  .95  |
-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+
   box | 75.84 | 95.49 | 95.10 | 94.80 | 94.06 | 93.48 | 91.84 | 86.19 | 70.77 | 33.98 |  2.66 |
  mask | 84.80 | 95.98 | 95.85 | 95.68 | 95.39 | 95.30 | 94.68 | 93.49 | 90.62 | 78.72 | 12.33 |
-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+

[  0]    1000 || B: 0.413 | C: 0.945 | M: 0.345 | S: 0.052 | I: 0.040 | T: 1.795 || ETA: 0:22:23 || timer: 41.904
[  0]    1010 || B: 0.418 | C: 0.946 | M: 0.346 | S: 0.052 | I: 0.029 | T: 1.791 || ETA: 0:22:19 || timer: 0.405
[  0]    1020 || B: 0.451 | C: 0.973 | M: 0.358 | S: 0.051 | I: 0.036 | T: 1.869 || ETA: 0:22:15 || timer: 0.408
[  0]    1030 || B: 0.443 | C: 0.972 | M: 0.357 | S: 0.052 | I: 0.043 | T: 1.867 || ETA: 0:22:10 || timer: 0.405
[  0]    1040 || B: 0.433 | C: 0.966 | M: 0.347 | S: 0.053 | I: 0.044 | T: 1.843 || ETA: 0:22:06 || timer: 0.407
[  0]    1050 || B: 0.417 | C: 0.949 | M: 0.340 | S: 0.054 | I: 0.042 | T: 1.803 || ETA: 0:22:01 || timer: 0.406
[  0]    1060 || B: 0.417 | C: 0.950 | M: 0.337 | S: 0.056 | I: 0.042 | T: 1.802 || ETA: 0:21:57 || timer: 0.408
[  0]    1070 || B: 0.417 | C: 0.925 | M: 0.336 | S: 0.056 | I: 0.042 | T: 1.776 || ETA: 0:21:53 || timer: 0.403
